Localização;CodProduto;Data;Quantidade;Vendendor;idCliente
Ukraine;P030;11/08/2022;215;7;677
France;P029;11/08/2022;104;7;645
Malaysia;P043;11/08/2022;218;4;178
Peru;P011;11/08/2022;178;3;267
USA;P010;11/08/2022;400;2;349
Fiji;P046;11/08/2022;289;1;73
Russia;P045;11/08/2022;55;1;302
Nicaragua;P032;11/08/2022;128;8;384
Ecuador;P027;11/08/2022;55;1;32
Mexico;P026;11/08/2022;532;3;586
Yemen;P018;11/08/2022;37;4;205
Indonesia;P008;11/08/2022;546;4;290
Turkey;P053;11/08/2022;242;2;340
Honduras;P043;11/08/2022;60;4;164
Italy;P042;11/08/2022;112;2;268
Bolivia;P038;11/08/2022;10;6;297
Thailand;P024;11/08/2022;367;5;270
Brazil;P023;11/08/2022;145;6;221
Fiji;P006;11/08/2022;481;9;695
Russia;P005;11/08/2022;467;3;146
New Zealand;P003;11/08/2022;69;1;559
Paraguay;P040;11/08/2022;566;4;316
Canada;P039;11/08/2022;390;4;294
United Kingdom;P021;11/08/2022;480;3;679
Cuba;P035;11/08/2022;18;3;397
China;P049;12/08/2022;277;2;331
South Africa;P006;12/08/2022;563;5;588
Iraq;P047;12/08/2022;547;9;487
Italy;P041;12/08/2022;304;9;255
Ecuador;P022;12/08/2022;29;3;88
Thailand;P023;12/08/2022;585;4;131
Brazil;P022;12/08/2022;118;6;534
Fiji;P005;12/08/2022;435;3;462
Russia;P004;12/08/2022;439;3;359
New Zealand;P002;12/08/2022;266;5;656
Paraguay;P039;12/08/2022;410;9;487
Canada;P038;12/08/2022;271;5;449
Uruguay;P021;12/08/2022;364;3;587
United Kingdom;P020;12/08/2022;487;6;342
Cuba;P034;12/08/2022;103;10;645
Honduras;P002;12/08/2022;259;4;660
Italy;P001;12/08/2022;384;6;559
Mongolia;P035;12/08/2022;439;7;210
Pakistan;P036;12/08/2022;570;3;183
Tanzania;P027;12/08/2022;217;10;279
Chile;P018;12/08/2022;193;2;162
Spain;P017;12/08/2022;280;10;118
South Africa;P031;12/08/2022;243;3;81
Peru;P052;12/08/2022;497;5;426
USA;P051;12/08/2022;450;8;316
Algeria;P034;12/08/2022;124;7;443
Germany;P033;12/08/2022;198;9;104
Saudi Arabia;P035;12/08/2022;116;10;565
Iraq;P015;12/08/2022;321;10;109
Japan;P014;12/08/2022;130;8;406
Argentina;P033;12/08/2022;479;7;172
Indonesia;P049;12/08/2022;298;2;572
Niger;P038;12/08/2022;214;7;342
Ukraine;P031;12/08/2022;119;5;370
France;P030;12/08/2022;445;9;343
Malaysia;P044;12/08/2022;481;3;477
Peru;P012;12/08/2022;237;9;246
USA;P011;12/08/2022;347;9;185
Fiji;P047;12/08/2022;132;7;689
Russia;P046;12/08/2022;347;4;509
Nicaragua;P033;12/08/2022;59;7;624
Ecuador;P028;12/08/2022;104;5;268
Mexico;P027;12/08/2022;560;7;106
Yemen;P019;12/08/2022;288;4;599
Indonesia;P009;12/08/2022;344;7;157
Guatemala;P001;12/08/2022;37;2;101
Honduras;P044;12/08/2022;45;5;350
Italy;P043;12/08/2022;490;8;128
Bolivia;P039;12/08/2022;340;9;84
Thailand;P025;12/08/2022;592;6;120
Brazil;P024;12/08/2022;306;10;625
Fiji;P007;12/08/2022;351;10;516
Russia;P006;12/08/2022;377;4;533
New Zealand;P004;12/08/2022;458;2;199
Paraguay;P041;12/08/2022;321;2;38
Canada;P040;12/08/2022;289;8;264
United Kingdom;P022;12/08/2022;104;9;24
Cuba;P036;12/08/2022;317;3;102
China;P052;15/08/2022;303;7;85
South Africa;P009;15/08/2022;498;6;10
Iraq;P050;15/08/2022;305;5;514
Italy;P044;15/08/2022;268;9;46
Ecuador;P025;15/08/2022;93;4;54
Thailand;P026;15/08/2022;151;10;281
Brazil;P025;15/08/2022;311;1;246
Fiji;P008;15/08/2022;454;9;307
Russia;P007;15/08/2022;185;2;369
New Zealand;P005;15/08/2022;302;1;555
Paraguay;P042;15/08/2022;186;10;275
Canada;P041;15/08/2022;118;4;209
Uruguay;P024;15/08/2022;273;9;481
United Kingdom;P023;15/08/2022;210;6;519
Cuba;P037;15/08/2022;165;6;193
Honduras;P005;15/08/2022;219;3;673
Italy;P004;15/08/2022;349;2;404
Mongolia;P038;15/08/2022;453;1;320
Pakistan;P039;15/08/2022;395;6;692
Tanzania;P030;15/08/2022;81;3;507
Chile;P021;15/08/2022;241;8;126
Spain;P020;15/08/2022;454;7;633
South Africa;P034;15/08/2022;294;7;341
Paraguay;P002;15/08/2022;156;1;392
Canada;P001;15/08/2022;310;4;312
Algeria;P037;15/08/2022;252;5;93
Germany;P036;15/08/2022;451;10;623
Saudi Arabia;P038;15/08/2022;349;10;345
Iraq;P018;15/08/2022;429;9;483
Japan;P017;15/08/2022;465;3;692
Argentina;P036;15/08/2022;97;10;35
Indonesia;P052;15/08/2022;214;6;111
Niger;P041;15/08/2022;164;6;319
Ukraine;P034;15/08/2022;342;2;493
France;P033;15/08/2022;250;10;297
Malaysia;P047;15/08/2022;229;1;683
Peru;P015;15/08/2022;404;9;323
USA;P014;15/08/2022;135;10;278
Fiji;P050;15/08/2022;111;1;560
Russia;P049;15/08/2022;544;4;318
Nicaragua;P036;15/08/2022;142;6;188
Ecuador;P031;15/08/2022;155;10;609
Mexico;P030;15/08/2022;485;6;462
Yemen;P022;15/08/2022;253;2;147
Indonesia;P012;15/08/2022;526;9;548
Guatemala;P004;15/08/2022;343;2;471
Honduras;P047;15/08/2022;99;2;268
Italy;P046;15/08/2022;534;2;214
Bolivia;P042;15/08/2022;113;10;501
Thailand;P028;15/08/2022;319;3;140
Brazil;P027;15/08/2022;323;6;97
Fiji;P010;15/08/2022;264;2;371
Russia;P009;15/08/2022;575;1;93
New Zealand;P007;15/08/2022;552;4;129
Paraguay;P044;15/08/2022;341;4;84
Canada;P043;15/08/2022;193;2;580
Uruguay;P026;15/08/2022;375;9;487
United Kingdom;P025;15/08/2022;140;8;153
Cuba;P039;15/08/2022;517;10;417
China;P053;16/08/2022;194;3;98
South Africa;P010;16/08/2022;426;10;348
Iraq;P051;16/08/2022;418;2;690
Italy;P045;16/08/2022;562;1;669
Ecuador;P026;16/08/2022;53;1;398
Thailand;P027;16/08/2022;441;4;352
Brazil;P026;16/08/2022;116;8;184
Fiji;P009;16/08/2022;366;4;393
Russia;P008;16/08/2022;123;3;158
New Zealand;P006;16/08/2022;403;10;36
Paraguay;P043;16/08/2022;267;1;271
Canada;P042;16/08/2022;267;9;302
Uruguay;P025;16/08/2022;284;5;594
United Kingdom;P024;16/08/2022;170;10;699
Cuba;P038;16/08/2022;146;2;47
Honduras;P006;16/08/2022;281;5;435
Italy;P005;16/08/2022;545;4;509
Mongolia;P039;16/08/2022;152;1;362
Pakistan;P040;16/08/2022;525;6;398
Tanzania;P031;16/08/2022;237;3;221
Chile;P022;16/08/2022;267;3;404
Spain;P021;16/08/2022;250;5;144
South Africa;P035;16/08/2022;150;5;676
Paraguay;P003;16/08/2022;92;8;670
Canada;P002;16/08/2022;162;3;334
Algeria;P038;16/08/2022;198;5;646
Germany;P037;16/08/2022;557;2;376
Saudi Arabia;P039;16/08/2022;439;5;294
Iraq;P019;16/08/2022;556;8;676
Japan;P018;16/08/2022;87;6;92
Argentina;P037;16/08/2022;79;8;312
Indonesia;P053;16/08/2022;295;6;35
Niger;P042;16/08/2022;128;1;459
Ukraine;P035;16/08/2022;63;7;173
France;P034;16/08/2022;364;2;256
Malaysia;P048;16/08/2022;152;9;133
Peru;P016;16/08/2022;214;8;671
USA;P015;16/08/2022;317;5;56
Fiji;P051;16/08/2022;290;3;466
Russia;P050;16/08/2022;582;5;599
Nicaragua;P037;16/08/2022;102;1;518
Ecuador;P032;16/08/2022;236;2;94
Mexico;P031;16/08/2022;588;8;178
Yemen;P023;16/08/2022;25;1;685
Indonesia;P013;16/08/2022;78;8;126
Guatemala;P005;16/08/2022;331;9;220
Honduras;P048;16/08/2022;140;4;292
Italy;P047;16/08/2022;241;1;484
Bolivia;P043;16/08/2022;187;8;638
Thailand;P029;16/08/2022;91;10;328
Brazil;P028;16/08/2022;417;5;83
Fiji;P011;16/08/2022;486;4;345
Russia;P010;16/08/2022;394;2;18
New Zealand;P008;16/08/2022;399;7;539
Paraguay;P045;16/08/2022;588;10;352
Canada;P044;16/08/2022;409;3;499
Uruguay;P027;16/08/2022;363;5;502
United Kingdom;P026;16/08/2022;565;5;320
Cuba;P040;16/08/2022;163;4;131
Indonesia;P001;17/08/2022;392;1;432
South Africa;P011;17/08/2022;102;3;264
Iraq;P052;17/08/2022;560;6;314
Italy;P046;17/08/2022;576;5;655
Ecuador;P027;17/08/2022;28;10;175
Thailand;P028;17/08/2022;572;5;33
Brazil;P027;17/08/2022;376;9;48
Fiji;P010;17/08/2022;189;6;655
Russia;P009;17/08/2022;276;4;396
New Zealand;P007;17/08/2022;187;4;492
Paraguay;P044;17/08/2022;171;9;335
Canada;P043;17/08/2022;396;1;160
Uruguay;P026;17/08/2022;430;2;541
United Kingdom;P025;17/08/2022;400;3;625
Cuba;P039;17/08/2022;276;2;618
Honduras;P007;17/08/2022;289;9;185
Italy;P006;17/08/2022;547;9;636
Mongolia;P040;17/08/2022;421;7;236
Pakistan;P041;17/08/2022;269;3;384
Tanzania;P032;17/08/2022;97;8;141
Chile;P023;17/08/2022;61;8;173
Spain;P022;17/08/2022;419;8;348
Poland;P001;17/08/2022;383;4;676
Paraguay;P004;17/08/2022;367;7;44
Canada;P003;17/08/2022;419;1;529
Algeria;P039;17/08/2022;201;5;184
Germany;P038;17/08/2022;123;9;614
Saudi Arabia;P040;17/08/2022;358;5;542
Iraq;P020;17/08/2022;231;4;274
Japan;P019;17/08/2022;171;10;169
Argentina;P038;17/08/2022;100;4;441
Pakistan;P001;17/08/2022;196;2;98
Niger;P043;17/08/2022;264;5;348
Ukraine;P036;17/08/2022;132;8;257
France;P035;17/08/2022;475;7;271
Malaysia;P049;17/08/2022;103;9;56
Peru;P017;17/08/2022;420;9;629
USA;P016;17/08/2022;207;3;365
Fiji;P052;17/08/2022;54;5;617
Russia;P051;17/08/2022;462;5;201
Nicaragua;P038;17/08/2022;297;7;676
Ecuador;P033;17/08/2022;195;6;622
Mexico;P032;17/08/2022;494;2;48
Yemen;P024;17/08/2022;83;9;676
Indonesia;P014;17/08/2022;214;1;546
Guatemala;P006;17/08/2022;332;2;514
Honduras;P049;17/08/2022;59;6;32
Italy;P048;17/08/2022;30;6;127
Bolivia;P044;17/08/2022;148;4;516
Thailand;P030;17/08/2022;382;9;431
Brazil;P029;17/08/2022;261;2;671
Fiji;P012;17/08/2022;200;3;222
Russia;P011;17/08/2022;514;9;660
New Zealand;P009;17/08/2022;493;2;270
Paraguay;P046;17/08/2022;563;2;470
Canada;P045;17/08/2022;502;7;44
Uruguay;P028;17/08/2022;310;5;396
United Kingdom;P027;17/08/2022;170;4;558
Cuba;P041;17/08/2022;317;6;664
Indonesia;P002;18/08/2022;53;2;362
South Africa;P012;18/08/2022;581;2;214
Iraq;P053;18/08/2022;223;8;136
Italy;P047;18/08/2022;315;3;111
Ecuador;P028;18/08/2022;82;2;53
Thailand;P029;18/08/2022;272;5;222
Brazil;P028;18/08/2022;171;9;365
Fiji;P011;18/08/2022;369;10;419
Russia;P010;18/08/2022;477;9;24
New Zealand;P008;18/08/2022;135;2;543
Paraguay;P045;18/08/2022;327;9;437
Canada;P044;18/08/2022;333;9;327
Uruguay;P027;18/08/2022;290;8;249
United Kingdom;P026;18/08/2022;200;9;499
Cuba;P040;18/08/2022;96;5;330
Honduras;P008;18/08/2022;203;10;32
Italy;P007;18/08/2022;475;8;188
Mongolia;P041;18/08/2022;189;7;101
Pakistan;P042;18/08/2022;324;4;456
Tanzania;P033;18/08/2022;165;9;399
Chile;P024;18/08/2022;149;9;124
Spain;P023;18/08/2022;418;8;218
Poland;P002;18/08/2022;118;4;210
Paraguay;P005;18/08/2022;182;5;538
Canada;P004;18/08/2022;343;6;612
Algeria;P040;18/08/2022;271;6;17
Germany;P039;18/08/2022;311;10;142
Saudi Arabia;P041;18/08/2022;394;3;211
Iraq;P021;18/08/2022;232;5;242
Japan;P020;18/08/2022;343;9;309
Argentina;P039;18/08/2022;451;5;676
Pakistan;P002;18/08/2022;67;5;301
Niger;P044;18/08/2022;181;5;333
Ukraine;P037;18/08/2022;281;10;259
France;P036;18/08/2022;421;6;685
Malaysia;P050;18/08/2022;197;10;389
Peru;P018;18/08/2022;181;2;108
USA;P017;18/08/2022;367;9;562
Fiji;P053;18/08/2022;270;3;673
Russia;P052;18/08/2022;263;4;653
Nicaragua;P039;18/08/2022;205;4;216
Ecuador;P034;18/08/2022;209;10;492
Mexico;P033;18/08/2022;146;7;106
Yemen;P025;18/08/2022;150;10;145
Indonesia;P015;18/08/2022;120;10;150
Guatemala;P007;18/08/2022;376;4;462
Honduras;P050;18/08/2022;35;10;666
Italy;P049;18/08/2022;499;9;30
Bolivia;P045;18/08/2022;115;4;382
Thailand;P031;18/08/2022;25;9;92
Brazil;P030;18/08/2022;258;8;270
Fiji;P013;18/08/2022;281;9;168
Russia;P012;18/08/2022;546;8;427
New Zealand;P010;18/08/2022;182;6;400
Paraguay;P047;18/08/2022;170;8;369
Canada;P046;18/08/2022;533;4;405
Uruguay;P029;18/08/2022;493;10;209
United Kingdom;P028;18/08/2022;133;2;362
Cuba;P042;18/08/2022;529;9;579
Indonesia;P003;19/08/2022;489;8;137
South Africa;P013;19/08/2022;483;5;154
Turkey;P001;19/08/2022;162;6;203
Italy;P048;19/08/2022;341;10;700
Ecuador;P029;19/08/2022;90;7;269
Thailand;P030;19/08/2022;450;7;347
Brazil;P029;19/08/2022;460;4;619
Fiji;P012;19/08/2022;302;6;604
Russia;P011;19/08/2022;347;3;331
New Zealand;P009;19/08/2022;168;2;439
Paraguay;P046;19/08/2022;157;4;595
Canada;P045;19/08/2022;320;4;436
Uruguay;P028;19/08/2022;159;2;425
United Kingdom;P027;19/08/2022;491;5;452
Cuba;P041;19/08/2022;217;4;187
Honduras;P009;19/08/2022;137;10;605
Italy;P008;19/08/2022;418;7;594
Mongolia;P042;19/08/2022;474;3;645
Pakistan;P043;19/08/2022;325;6;465
Tanzania;P034;19/08/2022;232;6;536
Chile;P025;19/08/2022;65;10;59
Spain;P024;19/08/2022;58;4;584
Poland;P003;19/08/2022;167;4;194
Paraguay;P006;19/08/2022;95;8;294
Canada;P005;19/08/2022;426;8;481
Algeria;P041;19/08/2022;152;10;662
Germany;P040;19/08/2022;572;5;672
Saudi Arabia;P042;19/08/2022;318;2;689
Iraq;P022;19/08/2022;330;1;438
Japan;P021;19/08/2022;70;1;688
Argentina;P040;19/08/2022;482;6;40
Pakistan;P003;19/08/2022;196;1;212
Niger;P045;19/08/2022;165;4;654
Ukraine;P038;19/08/2022;141;9;38
France;P037;19/08/2022;261;3;665
Malaysia;P051;19/08/2022;193;3;663
Peru;P019;19/08/2022;181;4;544
USA;P018;19/08/2022;477;7;49
Algeria;P001;19/08/2022;81;6;375
Russia;P053;19/08/2022;564;7;192
Nicaragua;P040;19/08/2022;136;8;12
Ecuador;P035;19/08/2022;183;10;184
Mexico;P034;19/08/2022;479;3;102
Yemen;P026;19/08/2022;213;5;442
Indonesia;P016;19/08/2022;219;5;149
Guatemala;P008;19/08/2022;43;2;472
Honduras;P051;19/08/2022;65;4;70
Italy;P050;19/08/2022;125;2;137
Bolivia;P046;19/08/2022;177;8;223
Thailand;P032;19/08/2022;448;10;209
Brazil;P031;19/08/2022;288;5;665
Fiji;P014;19/08/2022;519;9;683
Russia;P013;19/08/2022;339;10;503
New Zealand;P011;19/08/2022;338;6;535
Paraguay;P048;19/08/2022;547;10;317
Canada;P047;19/08/2022;72;3;92
Uruguay;P030;19/08/2022;155;10;49
United Kingdom;P029;19/08/2022;500;5;342
Cuba;P043;19/08/2022;490;10;246
Indonesia;P006;22/08/2022;505;10;137
South Africa;P016;22/08/2022;120;2;190
Turkey;P004;22/08/2022;420;4;199
Italy;P051;22/08/2022;407;9;320
Ecuador;P032;22/08/2022;64;9;665
Thailand;P033;22/08/2022;372;9;77
Brazil;P032;22/08/2022;352;1;106
Fiji;P015;22/08/2022;272;8;597
Russia;P014;22/08/2022;303;8;331
New Zealand;P012;22/08/2022;199;1;321
Paraguay;P049;22/08/2022;276;3;138
Canada;P048;22/08/2022;251;1;84
Uruguay;P031;22/08/2022;154;8;521
United Kingdom;P030;22/08/2022;407;8;217
Cuba;P044;22/08/2022;292;6;261
Honduras;P012;22/08/2022;277;2;312
Italy;P011;22/08/2022;483;10;446
Mongolia;P045;22/08/2022;485;5;412
Pakistan;P046;22/08/2022;528;3;412
China;P045;22/08/2022;488;10;154
Chile;P028;22/08/2022;284;9;640
Spain;P027;22/08/2022;174;3;648
Poland;P006;22/08/2022;391;10;319
Paraguay;P009;22/08/2022;94;10;311
Canada;P008;22/08/2022;331;4;313
Algeria;P044;22/08/2022;176;5;163
Germany;P043;22/08/2022;185;5;47
Saudi Arabia;P045;22/08/2022;409;3;369
Iraq;P025;22/08/2022;283;9;293
Japan;P024;22/08/2022;150;7;354
Argentina;P043;22/08/2022;365;2;666
Pakistan;P006;22/08/2022;75;7;437
Niger;P048;22/08/2022;223;6;505
Ukraine;P041;22/08/2022;317;10;159
France;P040;22/08/2022;403;2;677
South Africa;P001;22/08/2022;266;3;95
Peru;P022;22/08/2022;420;4;191
USA;P021;22/08/2022;416;3;210
Algeria;P004;22/08/2022;95;6;339
Germany;P003;22/08/2022;430;4;226
Nicaragua;P043;22/08/2022;209;10;18
Ecuador;P038;22/08/2022;246;3;297
Mexico;P037;22/08/2022;528;6;112
Yemen;P029;22/08/2022;401;9;309
Indonesia;P019;22/08/2022;294;4;241
Guatemala;P011;22/08/2022;218;7;621
Ukraine;P001;22/08/2022;587;4;444
Italy;P053;22/08/2022;110;3;569
Bolivia;P049;22/08/2022;566;1;65
Thailand;P035;22/08/2022;588;5;472
Brazil;P034;22/08/2022;395;8;431
Fiji;P017;22/08/2022;291;6;248
Russia;P016;22/08/2022;428;5;528
New Zealand;P014;22/08/2022;586;6;472
Paraguay;P051;22/08/2022;12;1;539
Canada;P050;22/08/2022;175;5;533
Uruguay;P033;22/08/2022;111;8;364
United Kingdom;P032;22/08/2022;127;9;399
Cuba;P046;22/08/2022;33;7;625
Indonesia;P007;23/08/2022;598;3;266
South Africa;P017;23/08/2022;570;2;479
Turkey;P005;23/08/2022;265;4;489
Italy;P052;23/08/2022;459;7;429
Ecuador;P033;23/08/2022;51;1;126
Thailand;P034;23/08/2022;209;8;624
Brazil;P033;23/08/2022;304;5;89
Fiji;P016;23/08/2022;153;3;360
Russia;P015;23/08/2022;402;4;305
New Zealand;P013;23/08/2022;500;8;97
Paraguay;P050;23/08/2022;322;6;279
Canada;P049;23/08/2022;187;4;204
Uruguay;P032;23/08/2022;235;8;542
United Kingdom;P031;23/08/2022;578;4;475
Cuba;P045;23/08/2022;242;9;14
Honduras;P013;23/08/2022;102;8;328
Italy;P012;23/08/2022;192;9;643
Mongolia;P046;23/08/2022;451;9;490
Pakistan;P047;23/08/2022;582;6;57
China;P046;23/08/2022;473;4;443
Chile;P029;23/08/2022;172;9;118
Spain;P028;23/08/2022;73;8;467
Poland;P007;23/08/2022;109;2;291
Paraguay;P010;23/08/2022;174;7;143
Canada;P009;23/08/2022;152;7;649
Algeria;P045;23/08/2022;286;5;689
Germany;P044;23/08/2022;216;10;92
Venezuela;P029;23/08/2022;183;6;158
Iraq;P026;23/08/2022;484;10;312
Japan;P025;23/08/2022;222;2;91
Argentina;P044;23/08/2022;293;2;441
Pakistan;P007;23/08/2022;103;8;489
Niger;P049;23/08/2022;69;8;263
Ukraine;P042;23/08/2022;199;4;239
France;P041;23/08/2022;471;10;161
South Africa;P002;23/08/2022;166;2;654
Peru;P023;23/08/2022;425;10;296
USA;P022;23/08/2022;217;10;407
Algeria;P005;23/08/2022;240;6;384
Germany;P004;23/08/2022;162;5;280
Nicaragua;P044;23/08/2022;235;7;506
Ecuador;P039;23/08/2022;190;9;449
Mexico;P038;23/08/2022;241;8;538
Yemen;P030;23/08/2022;372;5;20
Indonesia;P020;23/08/2022;198;2;673
Guatemala;P012;23/08/2022;159;5;261
Ukraine;P002;23/08/2022;549;10;364
France;P001;23/08/2022;455;6;75
Bolivia;P050;23/08/2022;65;10;163
Thailand;P036;23/08/2022;181;8;24
Brazil;P035;23/08/2022;539;7;532
Fiji;P018;23/08/2022;134;3;493
Russia;P017;23/08/2022;489;6;581
New Zealand;P015;23/08/2022;153;1;541
Paraguay;P052;23/08/2022;293;4;205
Canada;P051;23/08/2022;119;7;145
Uruguay;P034;23/08/2022;270;10;219
United Kingdom;P033;23/08/2022;584;5;320
Cuba;P047;23/08/2022;281;8;612
Indonesia;P008;24/08/2022;556;8;679
South Africa;P018;24/08/2022;169;5;132
Turkey;P006;24/08/2022;398;2;562
Italy;P053;24/08/2022;241;3;255
Ecuador;P034;24/08/2022;53;5;306
Thailand;P035;24/08/2022;183;2;251
Brazil;P034;24/08/2022;234;10;436
Fiji;P017;24/08/2022;163;9;165
Russia;P016;24/08/2022;447;7;117
New Zealand;P014;24/08/2022;377;3;185
Paraguay;P051;24/08/2022;332;8;215
Canada;P050;24/08/2022;275;5;550
Uruguay;P033;24/08/2022;372;10;632
United Kingdom;P032;24/08/2022;187;10;485
Cuba;P046;24/08/2022;195;9;378
Honduras;P014;24/08/2022;192;3;369
Italy;P013;24/08/2022;329;5;376
Mongolia;P047;24/08/2022;176;9;356
Pakistan;P048;24/08/2022;330;6;331
China;P047;24/08/2022;374;10;303
Chile;P030;24/08/2022;54;6;14
Spain;P029;24/08/2022;360;2;517
Poland;P008;24/08/2022;231;10;633
Paraguay;P011;24/08/2022;289;4;668
Canada;P010;24/08/2022;499;3;676
Algeria;P046;24/08/2022;170;7;614
Germany;P045;24/08/2022;436;6;497
Venezuela;P030;24/08/2022;181;4;288
Iraq;P027;24/08/2022;284;3;222
Japan;P026;24/08/2022;488;3;21
Argentina;P045;24/08/2022;394;9;119
Pakistan;P008;24/08/2022;302;2;344
Niger;P050;24/08/2022;145;6;341
Ukraine;P043;24/08/2022;116;2;700
France;P042;24/08/2022;259;6;81
South Africa;P003;24/08/2022;127;4;553
Peru;P024;24/08/2022;147;4;371
USA;P023;24/08/2022;177;9;157
Algeria;P006;24/08/2022;175;10;53
Germany;P005;24/08/2022;335;10;535
Nicaragua;P045;24/08/2022;142;4;245
Ecuador;P040;24/08/2022;293;2;527
Mexico;P039;24/08/2022;218;2;351
Yemen;P031;24/08/2022;478;8;104
Indonesia;P021;24/08/2022;360;5;58
Guatemala;P013;24/08/2022;345;5;213
Ukraine;P003;24/08/2022;330;2;591
France;P002;24/08/2022;129;5;494
Bolivia;P051;24/08/2022;552;2;51
Thailand;P037;24/08/2022;527;2;77
Brazil;P036;24/08/2022;426;5;460
Fiji;P019;24/08/2022;309;5;92
Russia;P018;24/08/2022;409;4;30
New Zealand;P016;24/08/2022;192;5;532
Paraguay;P053;24/08/2022;143;5;92
Canada;P052;24/08/2022;115;8;297
Uruguay;P035;24/08/2022;265;10;681
United Kingdom;P034;24/08/2022;444;9;156
Cuba;P048;24/08/2022;589;9;137
Indonesia;P009;25/08/2022;385;9;456
South Africa;P019;25/08/2022;427;5;84
Turkey;P007;25/08/2022;351;6;241
France;P001;25/08/2022;474;2;119
Ecuador;P035;25/08/2022;41;4;673
Thailand;P036;25/08/2022;413;8;164
Brazil;P035;25/08/2022;198;7;110
Fiji;P018;25/08/2022;259;9;453
Russia;P017;25/08/2022;108;9;566
New Zealand;P015;25/08/2022;493;5;478
Paraguay;P052;25/08/2022;143;1;566
Canada;P051;25/08/2022;240;7;42
Uruguay;P034;25/08/2022;356;5;660
United Kingdom;P033;25/08/2022;575;8;161
Cuba;P047;25/08/2022;262;6;495
Honduras;P015;25/08/2022;296;9;64
Italy;P014;25/08/2022;289;6;67
Mongolia;P048;25/08/2022;597;4;65
Pakistan;P049;25/08/2022;422;2;446
China;P048;25/08/2022;254;2;20
Chile;P031;25/08/2022;60;3;207
Spain;P030;25/08/2022;420;2;153
Poland;P009;25/08/2022;289;9;544
Paraguay;P012;25/08/2022;377;4;27
Canada;P011;25/08/2022;267;4;314
Algeria;P047;25/08/2022;163;5;256
Germany;P046;25/08/2022;153;3;413
Venezuela;P031;25/08/2022;109;10;670
Iraq;P028;25/08/2022;515;10;387
Japan;P027;25/08/2022;473;5;344
Argentina;P046;25/08/2022;108;7;417
Pakistan;P009;25/08/2022;70;7;222
Niger;P051;25/08/2022;113;9;74
Ukraine;P044;25/08/2022;64;10;536
France;P043;25/08/2022;108;7;224
South Africa;P004;25/08/2022;174;10;127
Peru;P025;25/08/2022;495;7;131
USA;P024;25/08/2022;367;5;386
Algeria;P007;25/08/2022;287;7;465
Germany;P006;25/08/2022;549;7;614
Nicaragua;P046;25/08/2022;204;8;229
Ecuador;P041;25/08/2022;245;4;160
Mexico;P040;25/08/2022;135;9;358
Yemen;P032;25/08/2022;302;4;89
Indonesia;P022;25/08/2022;312;2;368
Guatemala;P014;25/08/2022;395;6;59
Ukraine;P004;25/08/2022;81;3;407
France;P003;25/08/2022;288;1;244
Bolivia;P052;25/08/2022;293;3;639
Thailand;P038;25/08/2022;232;4;582
Brazil;P037;25/08/2022;246;4;92
Fiji;P020;25/08/2022;264;2;698
Russia;P019;25/08/2022;324;3;316
New Zealand;P017;25/08/2022;170;6;637
Ecuador;P001;25/08/2022;276;5;389
Canada;P053;25/08/2022;85;1;697
Uruguay;P036;25/08/2022;127;5;371
United Kingdom;P035;25/08/2022;289;2;665
Cuba;P049;25/08/2022;153;4;611
Indonesia;P010;26/08/2022;502;3;631
South Africa;P020;26/08/2022;286;1;524
Turkey;P008;26/08/2022;384;6;473
France;P002;26/08/2022;219;3;438
Ecuador;P036;26/08/2022;76;10;271
Thailand;P037;26/08/2022;338;3;518
Brazil;P036;26/08/2022;167;4;531
Fiji;P019;26/08/2022;235;10;411
Russia;P018;26/08/2022;261;10;642
New Zealand;P016;26/08/2022;102;5;176
Paraguay;P053;26/08/2022;283;10;476
Canada;P052;26/08/2022;357;1;355
Uruguay;P035;26/08/2022;215;6;46
United Kingdom;P034;26/08/2022;370;8;365
